"","Seller_ID","Product","Seller","Star","No.ofRatings","Price","Shipping_Info","COD","Positive","Amazon_Fulfilled","URL","Rev_URL"
"456","A3P5BX2MNZ8D3P","Prestige Omega Deluxe Induction Base...",NA,"4.0","2,627","  Rs. 1,799.00"," FREE Delivery. Details 
","  Rs. 1,799.00 FREE Delivery. Cash on Delivery eligible ","75% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/277-8458513-0761435?ie=UTF8&asin=B00EICJA0M&isAmazonFulfilled=1&seller=A3P5BX2MNZ8D3P","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3P5BX2MNZ8D3P&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"457","AWE39PIS9B6HM","Prestige Omega Deluxe Induction Base...","HOMEAPPLIANCES",NA,NA,"  Rs. 1,985.00"," +   Rs. 300.00
Delivery 
","  Rs. 1,985.00 +   Rs. 300.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/277-8458513-0761435?ie=UTF8&asin=B00EICJA0M&isAmazonFulfilled=0&seller=AWE39PIS9B6HM","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AWE39PIS9B6HM&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"458","A2N3L717NDJJPG","Prestige Omega Deluxe Induction Base...","SRSEnterprises",NA,NA,"  Rs. 2,600.00"," +   Rs. 120.00
Delivery 
","  Rs. 2,600.00 +   Rs. 120.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/277-8458513-0761435?ie=UTF8&asin=B00EICJA0M&isAmazonFulfilled=0&seller=A2N3L717NDJJPG","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2N3L717NDJJPG&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"459","A2Y2YYNTBT3FBI","Gadget Bucket Multifunction 5 Blade V...","Goodlinks",NA,NA,"  Rs. 180.00"," FREE Delivery. 
","  Rs. 180.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2Y2YYNTBT3FBI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2Y2YYNTBT3FBI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"460","A2538MQ14HLXFK","Gadget Bucket Multifunction 5 Blade V...",NA,"4.6","870","  Rs. 183.00"," Free Delivery on eligible orders. Details 
","  Rs. 183.00 Free Delivery on eligible orders. Cash on Delivery eligible ","99% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=A2538MQ14HLXFK","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2538MQ14HLXFK&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"461","A2S98OP9O6NQ4P","Gadget Bucket Multifunction 5 Blade V...",NA,"3.6","1,947","  Rs. 183.00"," Free Delivery on eligible orders. Details 
","  Rs. 183.00 Free Delivery on eligible orders. Cash on Delivery eligible ","63% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=A2S98OP9O6NQ4P","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2S98OP9O6NQ4P&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"462","A1C8DM7U0868T7","Gadget Bucket Multifunction 5 Blade V...",NA,"4.7","1,939","  Rs. 184.00"," Free Delivery on eligible orders. Details 
","  Rs. 184.00 Free Delivery on eligible orders. Cash on Delivery eligible ","99% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=A1C8DM7U0868T7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1C8DM7U0868T7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"463","A25MIRAN4SCDE2","Gadget Bucket Multifunction 5 Blade V...","UltraClean Shoppee","3.1","11","  Rs. 145.00"," +   Rs. 42.66
Delivery 
","  Rs. 145.00 +   Rs. 42.66  DeliveryCash on Delivery eligible ","45% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A25MIRAN4SCDE2","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A25MIRAN4SCDE2&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"464","A28IHX270N8MYP","Gadget Bucket Multifunction 5 Blade V...","Inditradition","4.5","240","  Rs. 195.00"," FREE Delivery. 
","  Rs. 195.00 FREE Delivery.Cash on Delivery eligible ","93% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A28IHX270N8MYP","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A28IHX270N8MYP&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"465","ACQ9CB9ESP9DD","Gadget Bucket Multifunction 5 Blade V...","1 Stop Shoppee","4.6","88","  Rs. 196.00"," Free Delivery on eligible orders. Details 
","  Rs. 196.00 Free Delivery on eligible orders. Cash on Delivery eligible ","98% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=ACQ9CB9ESP9DD","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=ACQ9CB9ESP9DD&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"466","A33XSZIE00CJ5C","Gadget Bucket Multifunction 5 Blade V...","MaxMart India","3.8","65","  Rs. 199.00"," Free Delivery on eligible orders. Details 
","  Rs. 199.00 Free Delivery on eligible orders. Cash on Delivery eligible ","74% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_8/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=A33XSZIE00CJ5C","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A33XSZIE00CJ5C&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"467","A1X9FRLEHS0EFA","Gadget Bucket Multifunction 5 Blade V...","NIARA","3.6","22","  Rs. 199.00"," FREE Delivery. 
","  Rs. 199.00 FREE Delivery.Cash on Delivery eligible ","68% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1X9FRLEHS0EFA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1X9FRLEHS0EFA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"468","A2PYJLPH9Z177U","Gadget Bucket Multifunction 5 Blade V...",NA,"4.4","1,485","  Rs. 214.00"," Free Delivery on eligible orders. Details 
","  Rs. 214.00 Free Delivery on eligible orders. Cash on Delivery eligible ","92% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/280-7636504-8059907?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=A2PYJLPH9Z177U","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2PYJLPH9Z177U&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"469","A1EWWN9B69LBCW","Gadget Bucket Multifunction 5 Blade V...","EZZIDEALS","4.4","21","  Rs. 230.00"," +   Rs. 9.98
Delivery 
","  Rs. 230.00 +   Rs. 9.98  Delivery","81% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1EWWN9B69LBCW","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1EWWN9B69LBCW&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"470","A1HYBB3R0YKFJ9","Gadget Bucket Multifunction 5 Blade V...","Salehtrading Market","2.8","6","  Rs. 240.00"," +   Rs. 5.99
Delivery 
","  Rs. 240.00 +   Rs. 5.99  DeliveryCash on Delivery eligible ","33% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1HYBB3R0YKFJ9","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1HYBB3R0YKFJ9&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"471","A3230RQ03UXJ77","Gadget Bucket Multifunction 5 Blade V...","TrendyBiz","4.3","197","  Rs. 199.00"," +   Rs. 50.00
Delivery 
","  Rs. 199.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","82% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A3230RQ03UXJ77","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3230RQ03UXJ77&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"472","A3L8R6XXQHFTH7","Gadget Bucket Multifunction 5 Blade V...","store of Gifts","3.6","29","  Rs. 250.00"," FREE Delivery. 
","  Rs. 250.00 FREE Delivery.Cash on Delivery eligible ","59% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A3L8R6XXQHFTH7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3L8R6XXQHFTH7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"473","A3DRJQ313UHC7T","Gadget Bucket Multifunction 5 Blade V...","E Mega Store","4.3","361","  Rs. 214.00"," +   Rs. 39.92
Delivery 
","  Rs. 214.00 +   Rs. 39.92  DeliveryCash on Delivery eligible ","89% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A3DRJQ313UHC7T","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3DRJQ313UHC7T&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"474","A2VQJ5GUNFEKHP","Gadget Bucket Multifunction 5 Blade V...","Shopomall","4.3","153","  Rs. 225.00"," +   Rs. 39.92
Delivery 
","  Rs. 225.00 +   Rs. 39.92  DeliveryCash on Delivery eligible ","90% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2VQJ5GUNFEKHP","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2VQJ5GUNFEKHP&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"475","A2HABETXWJ0RP7","Gadget Bucket Multifunction 5 Blade V...","Enivid Sales","4.1","628","  Rs. 225.00"," +   Rs. 39.92
Delivery 
","  Rs. 225.00 +   Rs. 39.92  DeliveryCash on Delivery eligible ","80% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2HABETXWJ0RP7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2HABETXWJ0RP7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"476","A3SY88EVFLU5IT","Gadget Bucket Multifunction 5 Blade V...","ShopShona",NA,NA,"  Rs. 199.00"," +   Rs. 70.00
Delivery 
","  Rs. 199.00 +   Rs. 70.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A3SY88EVFLU5IT","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3SY88EVFLU5IT&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"477","A1JIR6OVJS1ZQT","Gadget Bucket Multifunction 5 Blade V...","Magnusdeal","4.3","94","  Rs. 199.00"," +   Rs. 70.00
Delivery 
","  Rs. 199.00 +   Rs. 70.00  DeliveryCash on Delivery eligible ","85% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1JIR6OVJS1ZQT","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1JIR6OVJS1ZQT&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"478","A3VN5CYZU52X9T","Gadget Bucket Multifunction 5 Blade V...","i-shophub","4.0","1","  Rs. 249.00"," +   Rs. 25.00
Delivery 
","  Rs. 249.00 +   Rs. 25.00  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/279-6062878-1197449?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A3VN5CYZU52X9T","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3VN5CYZU52X9T&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"479","A7A79C7AV43GC","Gadget Bucket Multifunction 5 Blade V...","Anshuman_Enterprise","4.5","8","  Rs. 179.00"," +   Rs. 100.00
Delivery 
","  Rs. 179.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","88% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A7A79C7AV43GC","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A7A79C7AV43GC&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"480","AHEII4DNCHWI3","Gadget Bucket Multifunction 5 Blade V...","Swara Lifestyle","4.2","49","  Rs. 245.00"," +   Rs. 35.92
Delivery 
","  Rs. 245.00 +   Rs. 35.92  DeliveryCash on Delivery eligible ","90% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AHEII4DNCHWI3","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AHEII4DNCHWI3&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"481","A2QOEYZ4XLDFS0","Gadget Bucket Multifunction 5 Blade V...","Ab sales","2.9","13","  Rs. 249.00"," +   Rs. 50.00
Delivery 
","  Rs. 249.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","38% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2QOEYZ4XLDFS0","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2QOEYZ4XLDFS0&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"482","A15XTGRCT5QGF9","Gadget Bucket Multifunction 5 Blade V...","VACOM","4.1","421","  Rs. 240.00"," +   Rs. 60.00
Delivery 
","  Rs. 240.00 +   Rs. 60.00  DeliveryCash on Delivery eligible ","83% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A15XTGRCT5QGF9","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A15XTGRCT5QGF9&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"483","A2S75CPY9XKJ4F","Gadget Bucket Multifunction 5 Blade V...","JS ONLINE TRADERS","4.1","767","  Rs. 250.00"," +   Rs. 60.00
Delivery 
","  Rs. 250.00 +   Rs. 60.00  DeliveryCash on Delivery eligible ","81% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2S75CPY9XKJ4F","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2S75CPY9XKJ4F&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"484","A1AY672PXE23OZ","Gadget Bucket Multifunction 5 Blade V...","AadyaRetails","4.1","189","  Rs. 310.00"," FREE Delivery. 
","  Rs. 310.00 FREE Delivery.Cash on Delivery eligible ","76% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1AY672PXE23OZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1AY672PXE23OZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"485","A2DJUMF6B4R6OA","Gadget Bucket Multifunction 5 Blade V...","HealthIQ","3.2","20","  Rs. 213.00"," +   Rs. 100.00
Delivery 
","  Rs. 213.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","55% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2DJUMF6B4R6OA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2DJUMF6B4R6OA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"486","A24NPOBO2OB7LH","Gadget Bucket Multifunction 5 Blade V...",NA,NA,NA,"  Rs. 319.00"," FREE Delivery. 
","  Rs. 319.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A24NPOBO2OB7LH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A24NPOBO2OB7LH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"487","A2OFHWKF5KSO4O","Gadget Bucket Multifunction 5 Blade V...","Smart Kitchen Store","4.2","933","  Rs. 240.00"," +   Rs. 80.00
Delivery 
","  Rs. 240.00 +   Rs. 80.00  DeliveryCash on Delivery eligible ","81% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2OFHWKF5KSO4O","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2OFHWKF5KSO4O&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"488","AJUW1SB14VW1K","Gadget Bucket Multifunction 5 Blade V...","suresh kumar","3.5","30","  Rs. 228.00"," +   Rs. 100.00
Delivery 
","  Rs. 228.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","60% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_10/276-3426524-2554443?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AJUW1SB14VW1K","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AJUW1SB14VW1K&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"489","AFFSLKRTBLGXE","Gadget Bucket Multifunction 5 Blade V...","Paakhi Collections",NA,NA,"  Rs. 299.00"," +   Rs. 50.00
Delivery 
","  Rs. 299.00 +   Rs. 50.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=AFFSLKRTBLGXE","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AFFSLKRTBLGXE&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"490","A1ITV0G06LW66Y","Gadget Bucket Multifunction 5 Blade V...","P S Overses",NA,NA,"  Rs. 399.00"," FREE Delivery. 
","  Rs. 399.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A1ITV0G06LW66Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1ITV0G06LW66Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"491","A209S6H0LG4TX7","Gadget Bucket Multifunction 5 Blade V...","U stop N shop","5.0","1","  Rs. 399.00"," FREE Delivery. 
","  Rs. 399.00 FREE Delivery.Cash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A209S6H0LG4TX7","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A209S6H0LG4TX7&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"492","A2FE9O4U46AFUA","Gadget Bucket Multifunction 5 Blade V...","Lowprice_Online","4.3","241","  Rs. 425.00"," Free Delivery on eligible orders. Details 
","  Rs. 425.00 Free Delivery on eligible orders. Cash on Delivery eligible ","85% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=1&seller=A2FE9O4U46AFUA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2FE9O4U46AFUA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"493","A19RDI9ICOKTCI","Gadget Bucket Multifunction 5 Blade V...","ShopIndia91",NA,NA,"  Rs. 449.00"," FREE Delivery. 
","  Rs. 449.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A19RDI9ICOKTCI","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A19RDI9ICOKTCI&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"494","A2L9DY4DJNPXEA","Gadget Bucket Multifunction 5 Blade V...","HomeNeedz",NA,NA,"  Rs. 489.00"," FREE Delivery. 
","  Rs. 489.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2L9DY4DJNPXEA","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2L9DY4DJNPXEA&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"495","A8126SJXXZMAQ","Gadget Bucket Multifunction 5 Blade V...","HM IMPEX",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A8126SJXXZMAQ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A8126SJXXZMAQ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"496","A2P93XTVV58FO6","Gadget Bucket Multifunction 5 Blade V...","twin overseas",NA,NA,"  Rs. 519.00"," FREE Delivery. 
","  Rs. 519.00 FREE Delivery.Cash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/280-3490941-2375834?ie=UTF8&asin=B00PENRAQ0&isAmazonFulfilled=0&seller=A2P93XTVV58FO6","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2P93XTVV58FO6&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
