"","Seller_ID","Product","Seller","Star","No.ofRatings","Price","Shipping_Info","COD","Positive","Amazon_Fulfilled","URL","Rev_URL"
"149","ANTVPXPYR8BTN","Bajaj DX 7 1000-Watt Dry Iron","Raj Agency",NA,NA,"  Rs. 840.00"," +   Rs. 200.00
Delivery 
","  Rs. 840.00 +   Rs. 200.00  Delivery","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=ANTVPXPYR8BTN","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=ANTVPXPYR8BTN&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"150","AXW8TXLV84VN5","Bajaj DX 7 1000-Watt Dry Iron","Necessa Technology","1.0","1","  Rs. 949.00"," +   Rs. 100.00
Delivery 
","  Rs. 949.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AXW8TXLV84VN5","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AXW8TXLV84VN5&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"151","A33O1H812TZDVF","Bajaj DX 7 1000-Watt Dry Iron","kanha 123",NA,NA,"  Rs. 949.00"," +   Rs. 100.00
Delivery 
","  Rs. 949.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A33O1H812TZDVF","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A33O1H812TZDVF&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"152","A2R14UE0Z2UZQW","Bajaj DX 7 1000-Watt Dry Iron","F SYs",NA,NA,"  Rs. 949.00"," +   Rs. 100.00
Delivery 
","  Rs. 949.00 +   Rs. 100.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2R14UE0Z2UZQW","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2R14UE0Z2UZQW&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"153","A1U1KD5RU0MRIM","Bajaj DX 7 1000-Watt Dry Iron","ShoppingStore In","5.0","1","  Rs. 949.00"," +   Rs. 120.00
Delivery 
","  Rs. 949.00 +   Rs. 120.00  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1U1KD5RU0MRIM","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1U1KD5RU0MRIM&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"154","A2PGFYQZH4NR7M","Bajaj DX 7 1000-Watt Dry Iron","Western Refrigerations Enginee",NA,NA,"  Rs. 949.00"," +   Rs. 130.00
Delivery 
","  Rs. 949.00 +   Rs. 130.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2PGFYQZH4NR7M","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2PGFYQZH4NR7M&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"155","A3GOZVP00ZCWV0","Bajaj DX 7 1000-Watt Dry Iron","Sumit electronics chandigarh",NA,NA,"  Rs. 890.00"," +   Rs. 200.00
Delivery 
","  Rs. 890.00 +   Rs. 200.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3GOZVP00ZCWV0","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3GOZVP00ZCWV0&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"156","A31GTUUFIR6QSJ","Bajaj DX 7 1000-Watt Dry Iron","Mahadev Electricals",NA,NA,"  Rs. 949.00"," +   Rs. 150.00
Delivery 
","  Rs. 949.00 +   Rs. 150.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A31GTUUFIR6QSJ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A31GTUUFIR6QSJ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"157","A27YQXZ57GL9Y3","Bajaj DX 7 1000-Watt Dry Iron","Bajaj World Nagpur",NA,NA,"  Rs. 949.00"," +   Rs. 152.41
Delivery 
","  Rs. 949.00 +   Rs. 152.41  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/280-5512597-2045436?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A27YQXZ57GL9Y3","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A27YQXZ57GL9Y3&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"158","A3W0TLWU0HJPRZ","Bajaj DX 7 1000-Watt Dry Iron","International Electrical","1.0","1","  Rs. 920.00"," +   Rs. 199.00
Delivery 
","  Rs. 920.00 +   Rs. 199.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3W0TLWU0HJPRZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3W0TLWU0HJPRZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"159","A3ICOLQJOJSQNL","Bajaj DX 7 1000-Watt Dry Iron","Tatrari electrical & traders","1.0","1","  Rs. 620.00"," +   Rs. 500.00
Delivery 
","  Rs. 620.00 +   Rs. 500.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3ICOLQJOJSQNL","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3ICOLQJOJSQNL&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"160","A1M5UDKRDJRV80","Bajaj DX 7 1000-Watt Dry Iron","ACE ENGINEERS","3.0","13","  Rs. 949.00"," +   Rs. 176.20
Delivery 
","  Rs. 949.00 +   Rs. 176.20  DeliveryCash on Delivery eligible ","46% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1M5UDKRDJRV80","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1M5UDKRDJRV80&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"161","ABZ47Q5HV0SRY","Bajaj DX 7 1000-Watt Dry Iron","Arch Elements",NA,NA,"  Rs. 949.00"," +   Rs. 198.00
Delivery 
","  Rs. 949.00 +   Rs. 198.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=ABZ47Q5HV0SRY","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=ABZ47Q5HV0SRY&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"162","A1XKNR1PJWI00L","Bajaj DX 7 1000-Watt Dry Iron","Sana Trading",NA,NA,"  Rs. 949.00"," +   Rs. 200.00
Delivery 
","  Rs. 949.00 +   Rs. 200.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1XKNR1PJWI00L","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1XKNR1PJWI00L&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"163","A2GZ5IXBCDQC0V","Bajaj DX 7 1000-Watt Dry Iron","Kidscare",NA,NA,"  Rs. 949.00"," +   Rs. 200.00
Delivery 
","  Rs. 949.00 +   Rs. 200.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2GZ5IXBCDQC0V","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2GZ5IXBCDQC0V&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"164","A1FZFRKB086TUU","Bajaj DX 7 1000-Watt Dry Iron","Revolution Concepts","3.6","48","  Rs. 597.00"," +   Rs. 572.39
Delivery 
","  Rs. 597.00 +   Rs. 572.39  Delivery","65% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_7/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1FZFRKB086TUU","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1FZFRKB086TUU&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"165","A2N2AX1AKD58UC","Bajaj DX 7 1000-Watt Dry Iron","SARTHAK SALES & SERVICE",NA,NA,"  Rs. 949.00"," +   Rs. 230.00
Delivery 
","  Rs. 949.00 +   Rs. 230.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2N2AX1AKD58UC","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2N2AX1AKD58UC&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"166","A1UIEI55XE94SW","Bajaj DX 7 1000-Watt Dry Iron","AVELECTRO","5.0","1","  Rs. 949.00"," +   Rs. 249.00
Delivery 
","  Rs. 949.00 +   Rs. 249.00  DeliveryCash on Delivery eligible ","100% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_9/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1UIEI55XE94SW","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1UIEI55XE94SW&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"167","A313AE6Y1EF47P","Bajaj DX 7 1000-Watt Dry Iron","sanjay bartan bhandar",NA,NA,"  Rs. 840.00"," +   Rs. 381.02
Delivery 
","  Rs. 840.00 +   Rs. 381.02  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/275-2143930-4284814?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A313AE6Y1EF47P","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A313AE6Y1EF47P&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"168","AL2SKX11L0MCF","Bajaj DX 7 1000-Watt Dry Iron","S&S TRADERS",NA,NA,"  Rs. 949.00"," +   Rs. 299.00
Delivery 
","  Rs. 949.00 +   Rs. 299.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_1/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AL2SKX11L0MCF","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AL2SKX11L0MCF&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"169","ARFISWE7LHHPZ","Bajaj DX 7 1000-Watt Dry Iron","GEM RADIOS",NA,NA,"  Rs. 949.00"," +   Rs. 299.00
Delivery 
","  Rs. 949.00 +   Rs. 299.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_2/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=ARFISWE7LHHPZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=ARFISWE7LHHPZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"170","A3ETITK6KFG3OU","Bajaj DX 7 1000-Watt Dry Iron","RAAGA The Electronic & IT World",NA,NA,"  Rs. 949.00"," +   Rs. 299.00
Delivery 
","  Rs. 949.00 +   Rs. 299.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3ETITK6KFG3OU","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3ETITK6KFG3OU&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"171","A2VN9WLLTH7RNM","Bajaj DX 7 1000-Watt Dry Iron","Ehomeshopee","1.0","1","  Rs. 949.00"," +   Rs. 299.00
Delivery 
","  Rs. 949.00 +   Rs. 299.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2VN9WLLTH7RNM","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2VN9WLLTH7RNM&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"172","A3IDTHQC79NX39","Bajaj DX 7 1000-Watt Dry Iron","Cool Vision",NA,NA,"  Rs. 949.00"," +   Rs. 299.00
Delivery 
","  Rs. 949.00 +   Rs. 299.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3IDTHQC79NX39","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3IDTHQC79NX39&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"173","AKZGD59DDJLWL","Bajaj DX 7 1000-Watt Dry Iron","Shubham Electronics Udr",NA,NA,"  Rs. 949.00"," +   Rs. 300.00
Delivery 
","  Rs. 949.00 +   Rs. 300.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_6/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AKZGD59DDJLWL","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AKZGD59DDJLWL&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"174","AVTQ7OHG9KMWH","Bajaj DX 7 1000-Watt Dry Iron","kachore electricals",NA,NA,"  Rs. 949.00"," +   Rs. 380.00
Delivery 
","  Rs. 949.00 +   Rs. 380.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_7/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AVTQ7OHG9KMWH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AVTQ7OHG9KMWH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"175","A1HB9XQ5EJ1LMF","Bajaj DX 7 1000-Watt Dry Iron","Surendra Electronics",NA,NA,"  Rs. 949.00"," +   Rs. 400.00
Delivery 
","  Rs. 949.00 +   Rs. 400.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_8/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A1HB9XQ5EJ1LMF","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1HB9XQ5EJ1LMF&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"176","A3LDAT2FQXAO87","Bajaj DX 7 1000-Watt Dry Iron","K.C.Electricals",NA,NA,"  Rs. 850.00"," +   Rs. 500.00
Delivery 
","  Rs. 850.00 +   Rs. 500.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_9/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3LDAT2FQXAO87","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3LDAT2FQXAO87&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"177","A2A6GIFT1G6EVS","Bajaj DX 7 1000-Watt Dry Iron","GIFT PALACE.",NA,NA,"  Rs. 949.00"," +   Rs. 500.00
Delivery 
","  Rs. 949.00 +   Rs. 500.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_10/280-1514326-3751154?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A2A6GIFT1G6EVS","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A2A6GIFT1G6EVS&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"178","ACNSCO3ETMI0Y","Bajaj DX 7 1000-Watt Dry Iron","Premier Electricals","1.0","1","  Rs. 700.00"," +   Rs. 60.00
Delivery 
","  Rs. 700.00 +   Rs. 60.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/278-3023891-6004008?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=ACNSCO3ETMI0Y","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=ACNSCO3ETMI0Y&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"179","A3W0TLWU0HJPRZ","Bajaj DX 7 1000-Watt Dry Iron","International Electrical","1.0","1","  Rs. 949.00"," +   Rs. 199.00
Delivery 
","  Rs. 949.00 +   Rs. 199.00  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/278-3023891-6004008?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3W0TLWU0HJPRZ","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3W0TLWU0HJPRZ&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"180","AL2SKX11L0MCF","Bajaj DX 7 1000-Watt Dry Iron","S&S TRADERS",NA,NA,"  Rs. 949.00"," +   Rs. 299.00
Delivery 
","  Rs. 949.00 +   Rs. 299.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_3/278-3023891-6004008?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=AL2SKX11L0MCF","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AL2SKX11L0MCF&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"181","A3VDQTCKVAWM46","Bajaj DX 7 1000-Watt Dry Iron","ANURAGTRADERS",NA,NA,"  Rs. 949.00"," +   Rs. 1,000.00
Delivery 
","  Rs. 949.00 +   Rs. 1,000.00  DeliveryCash on Delivery eligible ","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_4/278-3023891-6004008?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A3VDQTCKVAWM46","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3VDQTCKVAWM46&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"182","A25PE0038XG5L0","Bajaj DX 7 1000-Watt Dry Iron","SRI KANAKA DURGA HOME NEEDS",NA,NA,"  Rs. 750.00"," + Delivery charges may apply 
","  Rs. 750.00 + Delivery charges may apply","Just Launched","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_new_seller_5/278-3023891-6004008?ie=UTF8&asin=B008YW8M0G&isAmazonFulfilled=0&seller=A25PE0038XG5L0","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A25PE0038XG5L0&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"183","A1A3AGH2JUQQ10","Ganesh Fruits & Vegetable Juicer With...","VAT19 India","4.5","61","  Rs. 252.00"," +   Rs. 90.00
Delivery 
","  Rs. 252.00 +   Rs. 90.00  DeliveryCash on Delivery eligible ","92% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_1/279-5047663-0478913?ie=UTF8&asin=B00KRVRNA2&isAmazonFulfilled=0&seller=A1A3AGH2JUQQ10","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A1A3AGH2JUQQ10&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"184","A3O7L3Z5MM94NC","Ganesh Fruits & Vegetable Juicer With...","OMKAR SHOPY","1.0","1","  Rs. 285.00"," +   Rs. 59.39
Delivery 
","  Rs. 285.00 +   Rs. 59.39  DeliveryCash on Delivery eligible ","0% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_2/279-5047663-0478913?ie=UTF8&asin=B00KRVRNA2&isAmazonFulfilled=0&seller=A3O7L3Z5MM94NC","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A3O7L3Z5MM94NC&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"185","AR866CMPPWXAH","Ganesh Fruits & Vegetable Juicer With...",NA,"4.6","84","  Rs. 345.00"," FREE Delivery. 
","  Rs. 345.00 FREE Delivery.Cash on Delivery eligible ","95% positive","0","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_3/279-5047663-0478913?ie=UTF8&asin=B00KRVRNA2&isAmazonFulfilled=0&seller=AR866CMPPWXAH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AR866CMPPWXAH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"186","A38795BN2F85K1","Ganesh Fruits & Vegetable Juicer With...","SHOPPER'S CHOICE","3.5","295","  Rs. 358.00"," Free Delivery on eligible orders. Details 
","  Rs. 358.00 Free Delivery on eligible orders. Cash on Delivery eligible ","64% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_4/279-5047663-0478913?ie=UTF8&asin=B00KRVRNA2&isAmazonFulfilled=1&seller=A38795BN2F85K1","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A38795BN2F85K1&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"187","A358H12RHFNIGY","Ganesh Fruits & Vegetable Juicer With...","INDIA RETAIL","4.5","12,821","  Rs. 360.00"," Free Delivery on eligible orders. Details 
","  Rs. 360.00 Free Delivery on eligible orders. Cash on Delivery eligible ","92% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_5/279-5047663-0478913?ie=UTF8&asin=B00KRVRNA2&isAmazonFulfilled=1&seller=A358H12RHFNIGY","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=A358H12RHFNIGY&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
"188","AMEFQDTRODDVH","Ganesh Fruits & Vegetable Juicer With...","Next TO You","4.2","18","  Rs. 367.00"," Free Delivery on eligible orders. Details 
","  Rs. 367.00 Free Delivery on eligible orders. Cash on Delivery eligible ","89% positive","1","http://www.amazon.in/gp/aag/main/ref=olp_merch_rating_6/279-5047663-0478913?ie=UTF8&asin=B00KRVRNA2&isAmazonFulfilled=1&seller=AMEFQDTRODDVH","http://www.amazon.in/gp/aag/ajax/paginatedFeedback.html?seller=AMEFQDTRODDVH&isAmazonFulfilled=1&isCBA=&marketplaceID=A21TJRUUN4KGV&asin=B00IAPD2X4&ref_=aag_m_fb&&currentPage=1"
